"trial_type","trial_index","time_elapsed","internal_node_id","prolificPid","studyId","sessionId","userAgent","version","rt","stimulus","key_press","chosenKeyset","failureCount","testIndex","globalVolume","choices","filename","modelName","slowdown","compensation","compensationDescriptor","receiverOrientationType","azimuth","responseAzimuth","responseDelay"
"echo-presentation","25","256839","0.0-25.0","5f8825d4938a85280f506a83","5fef55e628823a0076ec12ee","601f44806f5fea47affb754d","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:85.0) Gecko/20100101 Firefox/85.0","v1","","","","","","","","-20,-10,0,10,20","media/audio/stims/spherical_300cm_s20_c20_cd-full_matched_a-20.wav","spherical","20","20","full","matched","-20","-10","1535"
"echo-presentation","26","260206","0.0-26.0","5f8825d4938a85280f506a83","5fef55e628823a0076ec12ee","601f44806f5fea47affb754d","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:85.0) Gecko/20100101 Firefox/85.0","v1","","","","","","","","-20,-10,0,10,20","media/audio/stims/spherical_300cm_s20_c20_cd-full_matched_a0.wav","spherical","20","20","full","matched","0","0","2015"
"echo-presentation","27","263302","0.0-27.0","5f8825d4938a85280f506a83","5fef55e628823a0076ec12ee","601f44806f5fea47affb754d","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:85.0) Gecko/20100101 Firefox/85.0","v1","","","","","","","","-20,-10,0,10,20","media/audio/stims/spherical_300cm_s20_c20_cd-full_matched_a10.wav","spherical","20","20","full","matched","10","10","1951"
"block-bookend","28","265821","0.0-28.0","5f8825d4938a85280f506a83","5fef55e628823a0076ec12ee","601f44806f5fea47affb754d","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:85.0) Gecko/20100101 Firefox/85.0","v1","","","","","","","","","","","","","","","","",""
"block-bookend","29","274973","0.0-29.0","5f8825d4938a85280f506a83","5fef55e628823a0076ec12ee","601f44806f5fea47affb754d","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:85.0) Gecko/20100101 Firefox/85.0","v1","","","","","","","","","","","","","","","","",""
"echo-presentation","30","282689","0.0-30.0","5f8825d4938a85280f506a83","5fef55e628823a0076ec12ee","601f44806f5fea47affb754d","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:85.0) Gecko/20100101 Firefox/85.0","v1","","","","","","","","-20,-10,0,10,20","media/audio/stims/spherical_300cm_s20_c20_cd-full_matched_a-20.wav","spherical","20","20","full","matched","-20","0","3782"
"echo-presentation","31","286140","0.0-31.0","5f8825d4938a85280f506a83","5fef55e628823a0076ec12ee","601f44806f5fea47affb754d","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:85.0) Gecko/20100101 Firefox/85.0","v1","","","","","","","","-20,-10,0,10,20","media/audio/stims/spherical_300cm_s20_c20_cd-full_matched_a-10.wav","spherical","20","20","full","matched","-10","10","2327"
"echo-presentation","32","289379","0.0-32.0","5f8825d4938a85280f506a83","5fef55e628823a0076ec12ee","601f44806f5fea47affb754d","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:85.0) Gecko/20100101 Firefox/85.0","v1","","","","","","","","-20,-10,0,10,20","media/audio/stims/spherical_300cm_s20_c20_cd-full_matched_a-10.wav","spherical","20","20","full","matched","-10","10","1999"
"echo-presentation","33","291872","0.0-33.0","5f8825d4938a85280f506a83","5fef55e628823a0076ec12ee","601f44806f5fea47affb754d","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:85.0) Gecko/20100101 Firefox/85.0","v1","","","","","","","","-20,-10,0,10,20","media/audio/stims/spherical_300cm_s20_c20_cd-full_matched_a20.wav","spherical","20","20","full","matched","20","20","1472"
"echo-presentation","34","294761","0.0-34.0","5f8825d4938a85280f506a83","5fef55e628823a0076ec12ee","601f44806f5fea47affb754d","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:85.0) Gecko/20100101 Firefox/85.0","v1","","","","","","","","-20,-10,0,10,20","media/audio/stims/spherical_300cm_s20_c20_cd-full_matched_a10.wav","spherical","20","20","full","matched","10","10","1814"
