"trial_type","trial_index","time_elapsed","internal_node_id","prolificPid","studyId","sessionId","userAgent","version","rt","stimulus","key_press","chosenKeyset","failureCount","testIndex","globalVolume","choices","filename","modelName","slowdown","compensation","compensationDescriptor","receiverOrientationType","azimuth","responseAzimuth","responseDelay"
"echo-presentation","84","536863","0.0-84.0","5e328fc0a7365325cc819dae","60242478c74f84097a222710","602425d69c8de90982d6a74b","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Safari/605.1.15","v1-up-stims","","","","","","","","-80,-70,-60,-50,-40","media/audio/stims/spherical_300cm_s20_c10_cd-half_matched_a-70.wav","spherical","20","10","half","matched","-70","-50","837"
"echo-presentation","85","538581","0.0-85.0","5e328fc0a7365325cc819dae","60242478c74f84097a222710","602425d69c8de90982d6a74b","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Safari/605.1.15","v1-up-stims","","","","","","","","-80,-70,-60,-50,-40","media/audio/stims/spherical_300cm_s20_c10_cd-half_matched_a-40.wav","spherical","20","10","half","matched","-40","-50","902"
"echo-presentation","86","540290","0.0-86.0","5e328fc0a7365325cc819dae","60242478c74f84097a222710","602425d69c8de90982d6a74b","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Safari/605.1.15","v1-up-stims","","","","","","","","-80,-70,-60,-50,-40","media/audio/stims/spherical_300cm_s20_c10_cd-half_matched_a-70.wav","spherical","20","10","half","matched","-70","-50","890"
"echo-presentation","87","542243","0.0-87.0","5e328fc0a7365325cc819dae","60242478c74f84097a222710","602425d69c8de90982d6a74b","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Safari/605.1.15","v1-up-stims","","","","","","","","-80,-70,-60,-50,-40","media/audio/stims/spherical_300cm_s20_c10_cd-half_matched_a-40.wav","spherical","20","10","half","matched","-40","-50","955"
"echo-presentation","88","544497","0.0-88.0","5e328fc0a7365325cc819dae","60242478c74f84097a222710","602425d69c8de90982d6a74b","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Safari/605.1.15","v1-up-stims","","","","","","","","-80,-70,-60,-50,-40","media/audio/stims/spherical_300cm_s20_c10_cd-half_matched_a-60.wav","spherical","20","10","half","matched","-60","-50","1408"
"echo-presentation","89","546206","0.0-89.0","5e328fc0a7365325cc819dae","60242478c74f84097a222710","602425d69c8de90982d6a74b","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Safari/605.1.15","v1-up-stims","","","","","","","","-80,-70,-60,-50,-40","media/audio/stims/spherical_300cm_s20_c10_cd-half_matched_a-70.wav","spherical","20","10","half","matched","-70","-50","941"
"echo-presentation","90","547939","0.0-90.0","5e328fc0a7365325cc819dae","60242478c74f84097a222710","602425d69c8de90982d6a74b","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Safari/605.1.15","v1-up-stims","","","","","","","","-80,-70,-60,-50,-40","media/audio/stims/spherical_300cm_s20_c10_cd-half_matched_a-70.wav","spherical","20","10","half","matched","-70","-50","912"
"echo-presentation","91","549941","0.0-91.0","5e328fc0a7365325cc819dae","60242478c74f84097a222710","602425d69c8de90982d6a74b","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Safari/605.1.15","v1-up-stims","","","","","","","","-80,-70,-60,-50,-40","media/audio/stims/spherical_300cm_s20_c10_cd-half_matched_a-40.wav","spherical","20","10","half","matched","-40","-50","1182"
"echo-presentation","92","552079","0.0-92.0","5e328fc0a7365325cc819dae","60242478c74f84097a222710","602425d69c8de90982d6a74b","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Safari/605.1.15","v1-up-stims","","","","","","","","-80,-70,-60,-50,-40","media/audio/stims/spherical_300cm_s20_c10_cd-half_matched_a-50.wav","spherical","20","10","half","matched","-50","-50","1160"
"echo-presentation","93","554104","0.0-93.0","5e328fc0a7365325cc819dae","60242478c74f84097a222710","602425d69c8de90982d6a74b","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Safari/605.1.15","v1-up-stims","","","","","","","","-80,-70,-60,-50,-40","media/audio/stims/spherical_300cm_s20_c10_cd-half_matched_a-60.wav","spherical","20","10","half","matched","-60","-50","1163"
"block-bookend","94","555849","0.0-94.0","5e328fc0a7365325cc819dae","60242478c74f84097a222710","602425d69c8de90982d6a74b","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Safari/605.1.15","v1-up-stims","","","","","","","","","","","","","","","","",""
"block-bookend","95","563545","0.0-95.0","5e328fc0a7365325cc819dae","60242478c74f84097a222710","602425d69c8de90982d6a74b","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Safari/605.1.15","v1-up-stims","","","","","","","","","","","","","","","","",""
"echo-presentation","96","567874","0.0-96.0","5e328fc0a7365325cc819dae","60242478c74f84097a222710","602425d69c8de90982d6a74b","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Safari/605.1.15","v1-up-stims","","","","","","","","-20,-10,0,10,20","media/audio/stims/spherical_300cm_s20_c10_cd-half_matched_a-20.wav","spherical","20","10","half","matched","-20","10","2038"
"echo-presentation","97","569854","0.0-97.0","5e328fc0a7365325cc819dae","60242478c74f84097a222710","602425d69c8de90982d6a74b","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Safari/605.1.15","v1-up-stims","","","","","","","","-20,-10,0,10,20","media/audio/stims/spherical_300cm_s20_c10_cd-half_matched_a10.wav","spherical","20","10","half","matched","10","10","1005"
